HG02230	HG02968
HG02231	HG02970
HG02232	HG02971
HG02233	HG02973
HG02235	HG02974
HG02236	HG02976
HG02238	HG02977
HG02239	HG02979
HG02250	HG02981
HG02351	HG03040
HG02353	HG03081
HG02355	HG03095
HG02356	HG03099
HG02360	HG03100
HG02364	HG03103
HG02367	HG03105
HG02371	HG03108
HG02373	HG03109
HG02374	HG03111
HG02375	HG03112
HG02379	HG03114
HG02380	HG03115
HG02382	HG03117
HG02383	HG03118
HG02384	HG03120
HG02385	HG03121
HG02386	HG03123
HG02389	HG03124
HG02390	HG03126
HG02391	HG03127
HG02392	HG03129
HG02394	HG03130
HG02395	HG03132
HG02396	HG03133
HG02397	HG03135
HG02398	HG03136
HG02399	HG03139
HG02401	HG03157
HG02402	HG03159
HG02406	HG03160
HG02407	HG03162
HG02408	HG03163
HG02409	HG03166
HG02410	HG03168
HG02461	HG03169
HG02462	HG03172
HG02464	HG03175
HG02465	HG03189
HG02512	HG03190
HG02513	HG03193
HG02521	HG03195
HG02522	HG03196
HG02561	HG03198
HG02562	HG03199
HG02568	HG03202
HG02570	HG03265
HG02571	HG03267
HG02573	HG03268
HG02574	HG03270
HG02582	HG03271
HG02583	HG03279
HG02585	HG03280
HG02586	HG03291
HG02588	HG03294
HG02589	HG03295
HG02594	HG03297
HG02595	HG03298
HG02610	HG03300
HG02611	HG03301
HG02613	HG03303
HG02614	HG03304
HG02620	HG03311
HG02621	HG03313
HG02623	HG03342
HG02624	HG03343
HG02628	HG03351
HG02629	HG03352
HG02634	HG03354
HG02635	HG03363
HG02642	HG03366
HG02643	HG03367
HG02645	HG03369
HG02646	HG03370
HG02666	HG03372
HG02667	HG03432
HG02675	HG03499
HG02676	HG03511
HG02678	HG03514
HG02679	HG03515
HG02702	HG03517
HG02703	HG03518
HG02715	HG03520
HG02716	HG03521
HG02721	HG03563
HG02722	HG03600
HG02756	HG03642
HG02757	HG03643
HG02759	HG03645
HG02760	HG03672
HG02763	HG03680
HG02768	HG03684
HG02769	HG03685
HG02771	HG03686
HG02772	HG03687
HG02798	HG03689
HG02799	HG03690
HG02804	HG03691
HG02805	HG03692
HG02807	HG03693
HG02808	HG03695
HG02810	HG03696
HG02811	HG03711
HG02813	HG03717
HG02814	HG03718
HG02816	HG03722
HG02817	HG03729
HG02819	HG03730
HG02820	HG03731
HG02836	HG03733
HG02837	HG03738
HG02839	HG03740
HG02840	HG03743
HG02851	HG03744
HG02852	HG03745
HG02854	HG03753
HG02855	HG03754
HG02860	HG03755
HG02861	HG03756
HG02870	HG03757
HG02878	HG03771
HG02879	HG03772
HG02881	HG03773
HG02882	HG03774
HG02884	HG03778
HG02885	HG03780
HG02887	HG03784
HG02888	HG03785
HG02890	HG03786
HG02891	HG03787
HG02895	HG03790
HG02896	HG03836
HG02922	HG03837
HG02923	HG03838
HG02938	HG03846
HG02941	HG03848
HG02943	HG03849
HG02944	HG03850
HG02946	HG03851
HG02947	HG03856
HG02952	HG03858
HG02953	HG03861
HG02968	HG03862
HG02970	HG03863
HG02971	HG03866
HG02973	HG03867
HG02974	HG03870
HG02976	HG03872
HG02977	HG03873
HG02979	HG03882
HG02981	HG03884
HG02982	HG03885
HG02983	HG03886
HG03024	HG03887
HG03025	HG03894
HG03027	HG03896
HG03028	HG03898
HG03039	HG03899
HG03040	HG03940
HG03045	HG03941
HG03046	HG03943
HG03048	HG03944
HG03049	HG03947
HG03052	HG03949
HG03054	HG03951
HG03055	HG03955
HG03057	HG03963
HG03058	HG03967
HG03060	HG03973
HG03061	HG03976
HG03063	HG03977
HG03064	HG03985
HG03066	HG03986
HG03069	HG03990
HG03072	HG03991
HG03073	HG03998
HG03074	HG03999
HG03077	HG04001
HG03078	HG04002
HG03079	HG04006
HG03081	HG04015
HG03082	HG04017
HG03084	HG04018
HG03085	HG04019
HG03086	HG04022
HG03088	HG04023
HG03091	HG04025
HG03095	HG04026
HG03096	HG04029
HG03097	HG04033
HG03099	HG04035
HG03100	HG04042
HG03103	HG04047
HG03105	HG04054
HG03108	HG04056
HG03109	HG04061
HG03111	HG04062
HG03112	HG04063
HG03114	HG04070
HG03115	HG04075
HG03117	HG04076
HG03118	HG04093
HG03120	HG04094
HG03121	HG04096
HG03123	HG04098
HG03124	HG04100
HG03126	HG04107
HG03127	HG04185
HG03129	HG04186
HG03130	HG04198
HG03132	HG04202
HG03133	HG04206
HG03135	HG04209
HG03136	HG04211
HG03139	HG04212
HG03157	HG04214
HG03159	HG04219
HG03160	HG04222
HG03162	HG04225
HG03163	HG04229
HG03166	HG04239
HG03168	HUI001
HG03169	HUI002
HG03172	HUI003
HG03175	HUI004
HG03189	HUI005
HG03190	HUI006
HG03193	HUI007
HG03195	HUI008
HG03196	HUI009
HG03198	HUI010
HG03199	HUI011
HG03202	HUI012
HG03209	HUI013
HG03212	HUI014
HG03224	HUI015
HG03225	HUI016
HG03240	HUI017
HG03241	HUI018
HG03246	HUI019
HG03247	HUI020
HG03258	HUI021
HG03259	HUI022
HG03265	HUI023
HG03267	HUI024
HG03268	LAC001
HG03270	LAC002
HG03271	LAC003
HG03279	LAC004
HG03280	LAC005
HG03291	LAC006
HG03294	LAC007
HG03295	LAC008
HG03297	LAC009
HG03298	LAC011
HG03300	LAC012
HG03301	LAC014
HG03303	LAC018
HG03304	LAC019
HG03311	LAC020
HG03313	LAC021
HG03342	LAC022
HG03343	MAZ001
HG03351	MAZ002
HG03352	MAZ003
HG03354	MAZ005
HG03363	MAZ006
HG03366	MAZ007
HG03367	MAZ008
HG03369	MAZ009
HG03370	MAZ010
HG03372	MAZ011
HG03376	MAZ012
HG03378	MAZ013
HG03380	MAZ014
HG03382	MAZ015
HG03385	MAZ016
HG03388	MAZ017
HG03391	MYAC041703
HG03394	MYAC041710
HG03397	MYAC041716
HG03401	MYAC041717
HG03410	MYAC041726
HG03419	MYAC041728
HG03428	MYAC041732
HG03432	MYAC042701
HG03433	MYAC042709
HG03436	MYAC042712
HG03437	MYAC042714
HG03439	MYAC042716
HG03442	MYAC042717
HG03445	MYAC042718
HG03446	MYAC042725
HG03449	MYAC042726
HG03451	MYAQ001
HG03452	MYAQ002
HG03455	MYAQ003
HG03457	MYAQ004
HG03458	MYAQ005
HG03460	MYAQ006
HG03461	MYAQ007
HG03464	MYAQ008
HG03469	MYAQ009
HG03470	MYAQ010
HG03472	MYAQ013
HG03473	MYAQ014
HG03476	MYAQ015
HG03478	MYAQ016
HG03479	MYAQ018
HG03484	NA06984
HG03485	NA06985
HG03499	NA06986
HG03511	NA06989
HG03514	NA06994
HG03515	NA07000
HG03517	NA07037
HG03518	NA07048
HG03520	NA07051
HG03521	NA07056
HG03538	NA07347
HG03539	NA07357
HG03547	NA10847
HG03548	NA10851
HG03556	NA11829
HG03557	NA11830
HG03558	NA11831
HG03559	NA11832
HG03563	NA11840
HG03565	NA11843
HG03567	NA11881
HG03571	NA11892
HG03572	NA11893
HG03575	NA11894
HG03577	NA11918
HG03578	NA11919
HG03583	NA11920
HUI001	NA11930
HUI002	NA11931
HUI006	NA11932
HUI007	NA11933
HUI008	NA11992
HUI009	NA11994
HUI010	NA11995
HUI013	NA12003
HUI014	NA12004
HUI015	NA12005
HUI016	NA12006
HUI017	NA12043
HUI018	NA12044
HUI020	NA12045
HUI021	NA12058
HUI022	NA12144
HUI023	NA12154
HUI024	NA12155
I_26150_S_26614	NA12156
I_26169_S_26633	NA12234
I_26246_S_26710	NA12249
I_26247_S_26711	NA12272
I_26490_S_27244	NA12273
I_26492_S_27246	NA12275
I_26511_S_27265	NA12282
I_26540_S_27294	NA12283
I_26608_S_27362	NA12287
I_26610_S_27364	NA12340
I_26619_S_27373	NA12341
I_26663_S_27417	NA12342
I_26705_S_27459	NA12347
I_26706_S_27460	NA12348
I_26716_S_27470	NA12383
I_26720_S_27474	NA12399
I_26729_S_27483	NA12400
I_26734_S_27488	NA12413
I_26742_S_27496	NA12414
I_26751_S_27505	NA12489
I_26758_S_27512	NA12546
I_26765_S_27519	NA12716
I_26771_S_27525	NA12717
I_2710_S_2800	NA12718
LAC018	NA12748
MAZ001	NA12749
MAZ002	NA12750
MAZ003	NA12751
MAZ005	NA12760
MAZ007	NA12761
MAZ008	NA12762
MAZ009	NA12763
MAZ010	NA12775
MAZ011	NA12776
MAZ012	NA12777
MAZ013	NA12778
MAZ014	NA12812
MAZ015	NA12813
MAZ016	NA12814
MAZ017	NA12815
MX019	NA12827
MX024	NA12828
MX034	NA12829
MX037	NA12830
MX042	NA12842
MX043	NA12843
MX050	NA12872
MX056	NA12873
MX062	NA12874
MYAC041732	NA12878
MYAC042714	NA12889
MYAC042717	NA12890
MYAC042726	NA18486
MYAQ002	NA18488
MYAQ009	NA18489
MYN021	NA18498
NA06984	NA18499
NA06985	NA18501
NA06986	NA18502
NA06989	NA18504
NA06994	NA18505
NA07000	NA18507
NA07037	NA18508
NA07048	NA18511
NA07051	NA18516
NA07056	NA18517
NA07347	NA18519
NA07357	NA18520
NA10847	NA18522
NA10851	NA18523
NA11829	NA18525
NA11830	NA18526
NA11831	NA18528
NA11832	NA18530
NA11840	NA18531
NA11843	NA18532
NA11881	NA18533
NA11892	NA18534
NA11893	NA18535
NA11894	NA18536
NA11918	NA18537
NA11919	NA18538
NA11920	NA18539
NA11930	NA18541
NA11931	NA18542
NA11932	NA18543
NA11933	NA18544
NA11992	NA18545
NA11994	NA18546
NA11995	NA18547
NA12003	NA18548
NA12004	NA18549
NA12005	NA18550
NA12006	NA18552
NA12043	NA18553
NA12044	NA18555
NA12045	NA18557
NA12046	NA18558
NA12058	NA18559
NA12144	NA18560
NA12154	NA18561
NA12155	NA18562
NA12156	NA18563
NA12234	NA18564
NA12249	NA18565
NA12272	NA18566
NA12273	NA18567
NA12275	NA18570
NA12282	NA18571
NA12283	NA18572
NA12286	NA18573
NA12287	NA18574
NA12340	NA18577
NA12341	NA18579
NA12342	NA18582
NA12347	NA18591
NA12348	NA18592
NA12383	NA18593
NA12399	NA18595
NA12400	NA18596
NA12413	NA18597
NA12414	NA18599
NA12489	NA18602
NA12546	NA18603
NA12716	NA18605
NA12717	NA18606
NA12718	NA18608
NA12748	NA18609
NA12749	NA18610
NA12750	NA18611
NA12751	NA18612
NA12760	NA18613
NA12761	NA18614
NA12762	NA18615
NA12763	NA18616
NA12775	NA18617
NA12776	NA18618
NA12777	NA18619
NA12778	NA18620
NA12812	NA18621
NA12813	NA18622
NA12814	NA18623
NA12815	NA18624
NA12827	NA18625
NA12828	NA18626
NA12829	NA18627
NA12830	NA18628
NA12842	NA18629
NA12843	NA18630
NA12872	NA18631
NA12873	NA18632
NA12874	NA18633
NA12878	NA18634
NA12889	NA18635
NA12890	NA18636
NA18486	NA18637
NA18488	NA18638
NA18489	NA18639
NA18498	NA18640
NA18499	NA18641
NA18501	NA18642
NA18502	NA18643
NA18504	NA18644
NA18505	NA18645
NA18507	NA18646
NA18508	NA18647
NA18510	NA18648
NA18511	NA18740
NA18516	NA18745
NA18517	NA18747
NA18519	NA18748
NA18520	NA18749
NA18522	NA18757
NA18523	NA18853
NA18525	NA18856
NA18526	NA18858
NA18528	NA18861
NA18530	NA18864
NA18531	NA18865
NA18532	NA18867
NA18533	NA18868
NA18534	NA18870
NA18535	NA18871
NA18536	NA18873
NA18537	NA18874
NA18538	NA18876
NA18539	NA18877
NA18541	NA18878
NA18542	NA18879
NA18543	NA18881
NA18544	NA18907
NA18545	NA18909
NA18546	NA18910
NA18547	NA18912
NA18548	NA18915
NA18549	NA18916
NA18550	NA18917
NA18552	NA18923
NA18553	NA18924
NA18555	NA18933
NA18557	NA18934
NA18558	NA18939
NA18559	NA18940
NA18560	NA18941
NA18561	NA18942
NA18562	NA18943
NA18563	NA18944
NA18564	NA18945
NA18565	NA18946
NA18566	NA18947
NA18567	NA18948
NA18570	NA18949
NA18571	NA18950
NA18572	NA18951
NA18573	NA18952
NA18574	NA18953
NA18577	NA18954
NA18579	NA18956
NA18582	NA18957
NA18591	NA18959
NA18592	NA18960
NA18593	NA18961
NA18595	NA18962
NA18596	NA18963
NA18597	NA18964
NA18599	NA18965
NA18602	NA18966
NA18603	NA18967
NA18605	NA18968
NA18606	NA18969
NA18608	NA18970
NA18609	NA18971
NA18610	NA18972
NA18611	NA18973
NA18612	NA18974
NA18613	NA18975
NA18614	NA18976
NA18615	NA18977
NA18616	NA18978
NA18617	NA18979
NA18618	NA18980
NA18619	NA18981
NA18620	NA18982
NA18621	NA18983
NA18622	NA18984
NA18623	NA18985
NA18624	NA18986
NA18625	NA18987
NA18626	NA18988
NA18627	NA18989
NA18628	NA18990
NA18629	NA18991
NA18630	NA18992
NA18631	NA18993
NA18632	NA18994
NA18633	NA18995
NA18634	NA18997
NA18635	NA18998
NA18636	NA18999
NA18637	NA19000
NA18638	NA19001
NA18639	NA19002
NA18640	NA19003
NA18641	NA19004
NA18642	NA19005
NA18643	NA19006
NA18644	NA19007
NA18645	NA19009
NA18646	NA19010
NA18647	NA19011
NA18648	NA19012
NA18740	NA19024
NA18745	NA19036
NA18747	NA19054
NA18748	NA19055
NA18749	NA19056
NA18757	NA19057
NA18853	NA19058
NA18856	NA19059
NA18858	NA19060
NA18861	NA19062
NA18864	NA19063
NA18865	NA19064
NA18867	NA19065
NA18868	NA19066
NA18870	NA19067
NA18871	NA19068
NA18873	NA19070
NA18874	NA19072
NA18876	NA19074
NA18877	NA19075
NA18878	NA19076
NA18879	NA19077
NA18881	NA19078
NA18907	NA19079
NA18908	NA19080
NA18909	NA19081
NA18910	NA19082
NA18912	NA19083
NA18915	NA19084
NA18916	NA19085
NA18917	NA19086
NA18923	NA19087
NA18924	NA19088
NA18933	NA19089
NA18934	NA19090
NA18939	NA19091
NA18940	NA19092
NA18941	NA19093
NA18942	NA19095
NA18943	NA19096
NA18944	NA19102
NA18945	NA19107
NA18946	NA19108
NA18947	NA19114
NA18948	NA19116
NA18949	NA19119
NA18950	NA19121
NA18951	NA19129
NA18952	NA19130
NA18953	NA19137
NA18954	NA19138
NA18956	NA19141
NA18957	NA19143
NA18959	NA19144
NA18960	NA19146
NA18961	NA19147
NA18962	NA19149
NA18963	NA19152
NA18964	NA19153
NA18965	NA19159
NA18966	NA19160
NA18967	NA19171
NA18968	NA19172
NA18969	NA19175
NA18970	NA19184
NA18971	NA19185
NA18972	NA19197
NA18973	NA19198
NA18974	NA19200
NA18975	NA19201
NA18976	NA19204
NA18977	NA19206
NA18978	NA19207
NA18979	NA19209
NA18980	NA19210
NA18981	NA19222
NA18982	NA19223
NA18983	NA19225
NA18984	NA19238
NA18985	NA19239
NA18986	NA19324
NA18987	NA19360
NA18988	NA19372
NA18989	NA19436
NA18990	NA19440
NA18991	NA19445
NA18992	NA19457
NA18993	NA19462
NA18994	NA19728
NA18995	NA19731
NA18997	NA19732
NA18998	NA20291
NA18999	NA20298
NA19000	NA20502
NA19001	NA20503
NA19002	NA20504
NA19003	NA20505
NA19004	NA20506
NA19005	NA20507
NA19006	NA20508
NA19007	NA20509
NA19009	NA20510
NA19010	NA20511
NA19011	NA20512
NA19012	NA20513
NA19017	NA20514
NA19019	NA20515
NA19020	NA20516
NA19023	NA20517
NA19024	NA20518
NA19025	NA20519
NA19026	NA20520
NA19027	NA20521
NA19028	NA20522
NA19030	NA20524
NA19031	NA20525
NA19035	NA20527
NA19036	NA20528
NA19037	NA20529
NA19038	NA20530
NA19041	NA20531
NA19042	NA20532
NA19043	NA20533
NA19054	NA20534
NA19055	NA20535
NA19056	NA20536
NA19057	NA20538
NA19058	NA20539
NA19059	NA20540
NA19060	NA20541
NA19062	NA20542
NA19063	NA20543
NA19064	NA20544
NA19065	NA20581
NA19066	NA20582
NA19067	NA20585
NA19068	NA20586
NA19070	NA20587
NA19072	NA20588
NA19074	NA20589
NA19075	NA20752
NA19076	NA20753
NA19077	NA20754
NA19078	NA20755
NA19079	NA20756
NA19080	NA20757
NA19081	NA20758
NA19082	NA20759
NA19083	NA20760
NA19084	NA20761
NA19085	NA20762
NA19086	NA20763
NA19087	NA20764
NA19088	NA20765
NA19089	NA20766
NA19090	NA20767
NA19091	NA20768
NA19092	NA20769
NA19093	NA20770
NA19095	NA20771
NA19096	NA20772
NA19098	NA20773
NA19099	NA20774
NA19102	NA20775
NA19107	NA20778
NA19108	NA20783
NA19113	NA20785
NA19114	NA20786
NA19116	NA20787
NA19117	NA20790
NA19118	NA20792
NA19119	NA20795
NA19121	NA20796
NA19129	NA20797
NA19130	NA20798
NA19131	NA20799
NA19137	NA20800
NA19138	NA20801
NA19141	NA20802
NA19143	NA20803
NA19144	NA20804
NA19146	NA20805
NA19147	NA20806
NA19149	NA20807
NA19152	NA20808
NA19153	NA20809
NA19159	NA20810
NA19160	NA20811
NA19171	NA20812
NA19172	NA20813
NA19175	NA20814
NA19184	NA20815
NA19185	NA20818
NA19189	NA20819
NA19190	NA20821
