ID	SampleID	REF	Origin
10336	NA20778	EUR	1000G
10337	NA20783	EUR	1000G
10338	NA20785	EUR	1000G
10339	NA20786	EUR	1000G
10340	NA20787	EUR	1000G
10341	NA20790	EUR	1000G
10342	NA20792	EUR	1000G
10343	NA20795	EUR	1000G
10344	NA20796	EUR	1000G
10345	NA20797	EUR	1000G
10346	NA20798	EUR	1000G
10347	NA20799	EUR	1000G
10348	NA20800	EUR	1000G
10349	NA20801	EUR	1000G
10350	NA20802	EUR	1000G
10351	NA20803	EUR	1000G
10352	NA20804	EUR	1000G
10353	NA20805	EUR	1000G
10354	NA20806	EUR	1000G
10355	NA20807	EUR	1000G
10356	NA20808	EUR	1000G
10357	NA20809	EUR	1000G
10358	NA20810	EUR	1000G
10359	NA20811	EUR	1000G
10360	NA20812	EUR	1000G
10361	NA20813	EUR	1000G
10362	NA20814	EUR	1000G
10363	NA20815	EUR	1000G
10364	NA20818	EUR	1000G
10365	NA20819	EUR	1000G
10366	NA20821	EUR	1000G
10367	NA20822	EUR	1000G
10368	NA20826	EUR	1000G
10369	NA20827	EUR	1000G
10370	NA20828	EUR	1000G
10371	NA20832	EUR	1000G
5412	GA000632	SAS	Genome Asia
5413	GA000633	SAS	Genome Asia
5414	GA000634	SAS	Genome Asia
5415	GA000635	SAS	Genome Asia
5416	GA000636	SAS	Genome Asia
5417	GA000637	SAS	Genome Asia
5418	GA000638	SAS	Genome Asia
5419	GA000639	SAS	Genome Asia
5420	GA000640	SAS	Genome Asia
5421	GA000641	SAS	Genome Asia
5422	GA000642	SAS	Genome Asia
5456	GA000814	SAS	Genome Asia
5567	GA000931	SAS	Genome Asia
5707	GA001074	SAS	Genome Asia
5708	GA001075	SAS	Genome Asia
5709	GA001076	SAS	Genome Asia
5710	GA001077	SAS	Genome Asia
5711	GA001078	SAS	Genome Asia
5712	GA001079	SAS	Genome Asia
5713	GA001080	SAS	Genome Asia
5714	GA001081	SAS	Genome Asia
5739	GA001107	SAS	Genome Asia
5740	GA001108	SAS	Genome Asia
5741	GA001109	SAS	Genome Asia
5742	GA001110	SAS	Genome Asia
5797	GA001166	SAS	Genome Asia
5803	GA001172	SAS	Genome Asia
5810	GA001179	SAS	Genome Asia
5815	GA001184	SAS	Genome Asia
5816	GA001186	SAS	Genome Asia
5817	GA001187	SAS	Genome Asia
5824	GA001195	SAS	Genome Asia
5826	GA001197	SAS	Genome Asia
5828	GA001199	SAS	Genome Asia
5834	GA001205	SAS	Genome Asia
5836	GA001207	SAS	Genome Asia
5840	GA001211	SAS	Genome Asia
5842	GA001214	SAS	Genome Asia
5843	GA001215	SAS	Genome Asia
5858	GA001232	SAS	Genome Asia
5859	GA001234	SAS	Genome Asia
5864	GA001244	SAS	Genome Asia
5866	GA001246	SAS	Genome Asia
5880	GA001264	SAS	Genome Asia
5887	GA001272	SAS	Genome Asia
5891	GA001276	SAS	Genome Asia
5892	GA001277	SAS	Genome Asia
5897	GA001282	SAS	Genome Asia
5898	GA001284	SAS	Genome Asia
5899	GA001285	SAS	Genome Asia
5900	GA001286	SAS	Genome Asia
5901	GA001287	SAS	Genome Asia
5906	GA001296	SAS	Genome Asia
5907	GA001298	SAS	Genome Asia
5911	GA001308	SAS	Genome Asia
5915	GA001313	SAS	Genome Asia
5918	GA001319	SAS	Genome Asia
5991	GA001397	SAS	Genome Asia
5992	GA001398	SAS	Genome Asia
5996	GA001402	SAS	Genome Asia
5997	GA001403	SAS	Genome Asia
6004	GA001410	SAS	Genome Asia
6007	GA001413	SAS	Genome Asia
6010	GA001416	SAS	Genome Asia
6011	GA001417	SAS	Genome Asia
6012	GA001418	SAS	Genome Asia
6014	GA001420	SAS	Genome Asia
6015	GA001421	SAS	Genome Asia
6016	GA001422	SAS	Genome Asia
6017	GA001423	SAS	Genome Asia
6019	GA001425	SAS	Genome Asia
6020	GA001426	SAS	Genome Asia
6022	GA001428	SAS	Genome Asia
6023	GA001429	SAS	Genome Asia
7622	HG02687	SAS	1000G
7661	HG02786	SAS	1000G
7933	HG03600	SAS	1000G
7948	HG03642	SAS	1000G
7949	HG03643	SAS	1000G
7951	HG03645	SAS	1000G
7960	HG03672	SAS	1000G
7963	HG03680	SAS	1000G
7965	HG03684	SAS	1000G
7966	HG03685	SAS	1000G
7967	HG03686	SAS	1000G
7968	HG03687	SAS	1000G
7969	HG03689	SAS	1000G
7970	HG03690	SAS	1000G
7971	HG03691	SAS	1000G
7972	HG03692	SAS	1000G
7973	HG03693	SAS	1000G
7975	HG03695	SAS	1000G
7976	HG03696	SAS	1000G
7985	HG03711	SAS	1000G
7989	HG03717	SAS	1000G
7990	HG03718	SAS	1000G
7992	HG03722	SAS	1000G
7994	HG03729	SAS	1000G
7995	HG03730	SAS	1000G
7996	HG03731	SAS	1000G
7997	HG03733	SAS	1000G
7999	HG03738	SAS	1000G
8000	HG03740	SAS	1000G
8003	HG03743	SAS	1000G
8004	HG03744	SAS	1000G
8005	HG03745	SAS	1000G
8009	HG03753	SAS	1000G
8010	HG03754	SAS	1000G
8011	HG03755	SAS	1000G
8012	HG03756	SAS	1000G
8013	HG03757	SAS	1000G
8019	HG03771	SAS	1000G
8020	HG03772	SAS	1000G
8021	HG03773	SAS	1000G
8022	HG03774	SAS	1000G
8025	HG03778	SAS	1000G
8027	HG03780	SAS	1000G
8030	HG03784	SAS	1000G
8031	HG03785	SAS	1000G
8032	HG03786	SAS	1000G
8033	HG03787	SAS	1000G
8036	HG03790	SAS	1000G
8058	HG03836	SAS	1000G
8059	HG03837	SAS	1000G
8060	HG03838	SAS	1000G
8062	HG03846	SAS	1000G
8063	HG03848	SAS	1000G
8064	HG03849	SAS	1000G
8065	HG03850	SAS	1000G
8066	HG03851	SAS	1000G
8068	HG03856	SAS	1000G
8070	HG03858	SAS	1000G
8071	HG03861	SAS	1000G
8072	HG03862	SAS	1000G
8073	HG03863	SAS	1000G
8075	HG03866	SAS	1000G
8076	HG03867	SAS	1000G
8079	HG03870	SAS	1000G
8081	HG03872	SAS	1000G
8082	HG03873	SAS	1000G
8085	HG03882	SAS	1000G
8086	HG03884	SAS	1000G
8087	HG03885	SAS	1000G
8088	HG03886	SAS	1000G
8089	HG03887	SAS	1000G
8092	HG03894	SAS	1000G
8094	HG03896	SAS	1000G
8096	HG03898	SAS	1000G
8097	HG03899	SAS	1000G
8118	HG03940	SAS	1000G
8119	HG03941	SAS	1000G
8120	HG03943	SAS	1000G
8121	HG03944	SAS	1000G
8123	HG03947	SAS	1000G
8124	HG03949	SAS	1000G
8126	HG03951	SAS	1000G
8128	HG03955	SAS	1000G
8130	HG03963	SAS	1000G
8132	HG03967	SAS	1000G
8136	HG03973	SAS	1000G
8138	HG03976	SAS	1000G
8139	HG03977	SAS	1000G
8141	HG03985	SAS	1000G
8142	HG03986	SAS	1000G
8144	HG03990	SAS	1000G
8145	HG03991	SAS	1000G
8147	HG03998	SAS	1000G
8148	HG03999	SAS	1000G
8149	HG04001	SAS	1000G
8150	HG04002	SAS	1000G
8152	HG04006	SAS	1000G
8154	HG04015	SAS	1000G
8155	HG04017	SAS	1000G
8156	HG04018	SAS	1000G
8157	HG04019	SAS	1000G
8159	HG04022	SAS	1000G
8160	HG04023	SAS	1000G
8161	HG04025	SAS	1000G
8162	HG04026	SAS	1000G
8163	HG04029	SAS	1000G
8164	HG04033	SAS	1000G
8165	HG04035	SAS	1000G
8168	HG04042	SAS	1000G
8169	HG04047	SAS	1000G
8170	HG04054	SAS	1000G
8171	HG04056	SAS	1000G
8174	HG04061	SAS	1000G
8175	HG04062	SAS	1000G
8176	HG04063	SAS	1000G
8177	HG04070	SAS	1000G
8178	HG04075	SAS	1000G
8179	HG04076	SAS	1000G
8182	HG04093	SAS	1000G
8183	HG04094	SAS	1000G
8184	HG04096	SAS	1000G
8185	HG04098	SAS	1000G
8187	HG04100	SAS	1000G
8189	HG04107	SAS	1000G
8213	HG04185	SAS	1000G
8214	HG04186	SAS	1000G
8219	HG04198	SAS	1000G
8221	HG04202	SAS	1000G
8222	HG04206	SAS	1000G
8223	HG04209	SAS	1000G
8225	HG04211	SAS	1000G
8226	HG04212	SAS	1000G
8227	HG04214	SAS	1000G
8229	HG04219	SAS	1000G
8230	HG04222	SAS	1000G
8231	HG04225	SAS	1000G
8233	HG04229	SAS	1000G
8236	HG04239	SAS	1000G
10384	NA20861	SAS	1000G
10386	NA20863	SAS	1000G
10390	NA20868	SAS	1000G
10395	NA20875	SAS	1000G
10397	NA20877	SAS	1000G
10401	NA20884	SAS	1000G
10412	NA20896	SAS	1000G
10417	NA20902	SAS	1000G
10429	NA21090	SAS	1000G
10440	NA21102	SAS	1000G
10442	NA21104	SAS	1000G
10444	NA21106	SAS	1000G
10447	NA21109	SAS	1000G
10456	NA21118	SAS	1000G
10457	NA21119	SAS	1000G
10460	NA21123	SAS	1000G
10465	NA21128	SAS	1000G
10471	NA21141	SAS	1000G
